,chapter_label,954976,984094,98979,454648,125366,808297,83304,559183,7988,18352,724406,483461,940895,8802,563427,35963,692604,688075
0,1.100 Unit1-Getting-Started/topic-1-1-getting-started (0), , , , , , , , , , , , , , , , , , 
1,1.101 Unit1-Getting-Started/preface (0), , , , , , , , , , , , , , , , , , 
2,1.102 Unit1-Getting-Started/aboutcsa (0), , , , , , , , , , , , , , , , , , 
3,1.103 Unit1-Getting-Started/csptransition (0), , , , , , , , , , , , , , , , , , 
4,1.104 Unit1-Getting-Started/javaIDEs (0), , , , , , , , , , , , , , , , , , 
5,1.105 Unit1-Getting-Started/growthMindset (2), , , , , , , , , , , ,2.0, , , , , , 
6,1.106 Unit1-Getting-Started/ptest1 (20), , , ,20.0, , , , , , , , , , , , , , 
7,1.107 Unit1-Getting-Started/survey (11), , , ,11.0, , , , , , , ,11.0, , , , , , 
8,1.200 Unit1-Getting-Started/topic-1-2-java-intro (12),12.0,10.0, ,10.0, , ,12.0,10.0,10.0,12.0, ,12.0, ,12.0, ,10.0, ,2.0
9,1.300 Unit1-Getting-Started/topic-1-3-variables (20),6.0,18.0,5.0, ,1.0, ,20.0,19.0,19.0,20.0,19.0,20.0, ,20.0, ,20.0,19.0, 
10,1.400 Unit1-Getting-Started/topic-1-4-assignment (13),11.0,2.0, , , , ,12.0,13.0,11.0,12.0,10.0,13.0, ,12.0, ,12.0, ,1.0
11,1.500 Unit1-Getting-Started/topic-1-5-shortcutoperators (4),4.0,3.0, , , , , ,4.0,4.0,4.0, ,4.0, ,4.0, ,4.0, , 
12,1.600 Unit1-Getting-Started/topic-1-6-casting (9), ,5.0, , , , , , , ,9.0, ,6.0, ,9.0, ,9.0, , 
13,1.700 Unit1-Getting-Started/topic-1-7-summary (2),2.0,2.0,2.0,2.0, , ,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
14,1.800 Unit1-Getting-Started/topic-1-8-practice-mixed-code (14),14.0,10.0,14.0, , , ,10.0,14.0,4.0,14.0,14.0,6.0, ,14.0,14.0,14.0,14.0,3.0
15,1.900 Unit1-Getting-Started/topic-1-8-practice-mixed-code-toggle (14), ,1.0, , , , , , , , ,1.0, , , ,4.0, , , 
16,1.1000 Unit1-Getting-Started/topic-1-9-practice-coding (32),18.0, ,17.0, , , , ,18.0, ,16.0,16.0, , ,16.0,4.0,16.0,16.0,2.0
17,1.1100 Unit1-Getting-Started/Exercises (8),8.0,7.0,8.0, , , , ,8.0, ,8.0,8.0, , ,8.0,8.0,8.0,8.0, 
18,2.100 Unit2-Using-Objects/topic-2-1-objects-intro-turtles (19),19.0,12.0,13.0,16.0, , ,7.0,10.0,14.0,16.0,16.0, , ,19.0,11.0,16.0,16.0,5.0
19,2.200 Unit2-Using-Objects/topic-2-2-constructors (15),15.0,13.0,12.0,14.0, ,2.0, , , ,14.0,14.0, , ,15.0,10.0,15.0,14.0,2.0
20,2.300 Unit2-Using-Objects/topic-2-3-methods-no-params (9), , ,8.0,2.0, , , , ,8.0,9.0, , , ,9.0,2.0,9.0, , 
21,2.400 Unit2-Using-Objects/topic-2-4-methods-with-params (9), , ,7.0, , , , , ,7.0, ,9.0, , ,9.0,1.0,9.0, , 
22,2.500 Unit2-Using-Objects/topic-2-5-methods-return (7), , ,5.0,3.0, , , , ,7.0, , , , ,7.0, ,7.0, , 
23,2.600 Unit2-Using-Objects/topic-2-6-strings (8),8.0,6.0,6.0, , , ,3.0, ,8.0,8.0, ,2.0, ,8.0, ,8.0, ,6.0
24,2.700 Unit2-Using-Objects/topic-2-7-string-methods (14),14.0,11.0,11.0, , , , , ,14.0,14.0,14.0, , ,14.0, ,14.0,14.0,3.0
25,2.800 Unit2-Using-Objects/topic-2-8-IntegerDouble (4), ,4.0,3.0, , , , , ,4.0,4.0, , , ,4.0, ,4.0, ,4.0
26,2.900 Unit2-Using-Objects/topic-2-9-Math (9), ,9.0,7.0, , , , , ,9.0,7.0,9.0, , ,9.0, ,9.0,9.0,2.0
27,2.1000 Unit2-Using-Objects/topic-2-10-summary (1), ,1.0,1.0, , , , , , , ,1.0, , ,1.0, ,1.0,1.0, 
28,2.1100 Unit2-Using-Objects/topic-2-11-practice-mixed-code (6), , ,5.0, , , , , , , ,6.0, , ,6.0, ,6.0,6.0, 
29,2.1200 Unit2-Using-Objects/topic-2-11-practice-mixed-code-toggle (6), ,1.0, , , , , , , , , , , , , , , , 
30,2.1300 Unit2-Using-Objects/topic-2-12-practice-coding (17), , ,2.0, , , , , , , ,11.0, , ,11.0, ,5.0,5.0, 
31,2.1400 Unit2-Using-Objects/practice-test-objects (10), , , , , , , , , , , , , , , , , , 
32,2.1500 Unit2-Using-Objects/Exercises (21), , ,11.0, , , , , , , , , , ,11.0, , , ,2.0
33,2.1600 Unit2-Using-Objects/JavaSwingGUIs (0), , , , , , , , , , , , , , , , , , 
34,3.100 Unit3-If-Statements/topic-3-1-booleans (7), , , , , , , , ,6.0, , , , , , , , , 
35,3.200 Unit3-If-Statements/topic-3-2-ifs (6), , ,4.0, , , , , ,5.0, , , , , , , , , 
36,3.300 Unit3-If-Statements/topic-3-3-if-else (7), , ,5.0, , , , , ,6.0, , , , , , , , , 
37,3.400 Unit3-If-Statements/topic-3-4-else-ifs (7), , ,5.0, , , , , ,7.0, ,7.0, , , , , ,6.0, 
38,3.500 Unit3-If-Statements/topic-3-5-compound-ifs (12), , ,10.0, , , , , , , ,12.0, , , , , ,12.0, 
39,3.600 Unit3-If-Statements/topic-3-6-DeMorgan (9), , ,8.0, , , , , , , ,9.0, , , , , ,9.0, 
40,3.700 Unit3-If-Statements/topic-3-7-comparing-objects (10), , , , , , , , , , ,7.0, , , , , ,6.0, 
41,3.800 Unit3-If-Statements/topic-3-8-summary (2), , , , , , , , , , ,2.0, , , , , ,2.0, 
42,3.900 Unit3-If-Statements/topic-3-9-practice-mixed-code (10), , , , , , , , , , ,10.0, , , , , ,10.0, 
43,3.1000 Unit3-If-Statements/topic-3-9-practice-mixed-code-toggle (10), , , , , , , , , , , , , , , , , , 
44,3.1100 Unit3-If-Statements/topic-3-10-practice-coding (20), , , , , , , , , , ,10.0, , , , , ,7.0, 
45,3.1200 Unit3-If-Statements/Exercises (11), , , , , , , , , , ,11.0, , , , , ,11.0, 
46,3.1300 Unit3-If-Statements/magpieindex (0), , , , , , , , , , , , , , , , , , 
47,3.1301 Unit3-If-Statements/magpie1 (0), , , , , , , , , , , , , , , , , , 
48,3.1302 Unit3-If-Statements/magpie2 (3), , , , , , , , , , , , , , , , , , 
49,3.1303 Unit3-If-Statements/magpie3 (3), , , , , , , , , , , , , , , , , , 
50,3.1304 Unit3-If-Statements/magpie4 (1), , , , , , , , , , , , , , , , , , 
51,3.1305 Unit3-If-Statements/magpie-exercises (1), , , , , , , , , , , , , , , , , , 
52,4.100 Unit4-Iteration/topic-4-1-while-loops (8), , , , , , , , , , , , , , , , , , 
53,4.200 Unit4-Iteration/topic-4-2-for-loops (11), , , , , , , , , , ,10.0, , , , , ,6.0, 
54,4.300 Unit4-Iteration/topic-4-3-strings-loops (5), , , , , , , , , , , , , , , , , , 
55,4.400 Unit4-Iteration/topic-4-4-nested-loops (6), , , , , , , , , , ,6.0, , , , , ,6.0, 
56,4.500 Unit4-Iteration/topic-4-5-loop-analysis (9), , , , , , , , , , ,9.0, , , , , , , 
57,4.600 Unit4-Iteration/topic-4-6-summary (5), , , , , , , , , , , , , , , , , , 
58,4.700 Unit4-Iteration/topic-4-7-practice-mixed-code (9), , , , , , , , , , , , , , , , , , 
59,4.800 Unit4-Iteration/topic-4-7-practice-mixed-code-toggle (9), , , , , , , , , , , , , , , , , , 
60,4.900 Unit4-Iteration/topic-4-8-practice-coding (32), , , , , , , , , , , , , , , , , , 
61,4.1000 Unit4-Iteration/Exercises (15), , , , , , , , , , ,15.0, , , , , , , 
62,4.1100 Unit4-Iteration/FRQcalendar (9), , , , , , , , , , , , , , , , , , 
63,4.1200 Unit4-Iteration/FRQselfDivisorA (7), , , , , , , , , , , , , , , , , , 
64,4.1300 Unit4-Iteration/FRQstringScrambleA (4), , , , , , , , , , , , , , , , , , 
65,4.1400 Unit4-Iteration/ConsumerReviewLab (1), , , , , , , , , , , , , , , , , , 
66,5.100 Unit5-Writing-Classes/topic-5-1-parts-of-class (9), , , , , , , , , , , , , , , ,8.0, , 
67,5.200 Unit5-Writing-Classes/topic-5-2-writing-constructors (8), , , , , , , , , , , , , , , , , , 
68,5.300 Unit5-Writing-Classes/topic-5-3-comments-conditions (9), , , , , , , , , , , , , , , , , , 
69,5.400 Unit5-Writing-Classes/topic-5-4-accessor-methods (5), , , , , , , , , , , , , , , , , , 
70,5.500 Unit5-Writing-Classes/topic-5-5-mutator-methods (6), , , , , , , , , , , , , , , , , , 
71,5.600 Unit5-Writing-Classes/topic-5-6-writing-methods (7), , , , , , , , , , , , , , , , , , 
72,5.700 Unit5-Writing-Classes/topic-5-7-static-vars-methods (4), , , , , , , , , , , , , , , , , , 
73,5.800 Unit5-Writing-Classes/topic-5-8-scope-access (7), , , , , , , , , , , , , , , , , , 
74,5.900 Unit5-Writing-Classes/topic-5-9-this (5), , , , , , , , , , , , , , , , , , 
75,5.1000 Unit5-Writing-Classes/topic-5-10-social-impacts (1), , , , , , , , , , ,1.0, , , , , , , 
76,5.1100 Unit5-Writing-Classes/topic-5-11-summary (2), , , , , , , , , , ,2.0, , , , , , , 
77,5.1200 Unit5-Writing-Classes/Exercises (15), , , , , , , , , , ,15.0, , , , , , , 
78,5.1300 Unit5-Writing-Classes/FRQstepTracker (13), , , , , , , , , , ,13.0, , , , , , , 
79,5.1400 Unit5-Writing-Classes/timeFRQ (2), , , , , , , , , , ,2.0, , , , , , , 
80,5.1500 Unit5-Writing-Classes/APLine (1), , , , , , , , , , ,1.0, , , , , , , 
81,5.1600 Unit5-Writing-Classes/midterm_unit5 (20), , , , , , , , , , , , , , , , , , 
82,5.1700 Unit5-Writing-Classes/CBLabs (0), , , , , , , , , , , , , , , , , , 
83,6.100 Unit6-Arrays/topic-6-1-array-basics (14), ,2.0, , , , , , , ,2.0,10.0,3.0, , , ,14.0, ,8.0
84,6.200 Unit6-Arrays/topic-6-2-traversing-arrays (18), , , , , , ,1.0, , , , , , , , ,17.0, ,7.0
85,6.300 Unit6-Arrays/topic-6-3-arrays-with-foreach (9), , , , , , , , , , ,9.0, , , , , , ,1.0
86,6.400 Unit6-Arrays/topic-6-4-array-algorithms (2), , , , , , , , , ,2.0, , , , , , , ,2.0
87,6.401 Unit6-Arrays/horseBarnA (4), , , , , , , , , , , , , , , , , ,1.0
88,6.402 Unit6-Arrays/horseBarnB (3), , , , , , , , , , , , , , , ,2.0, , 
89,6.403 Unit6-Arrays/selfDivisorB (4),3.0, , , , , , , , , , , , , , , ,1.0, 
90,6.404 Unit6-Arrays/soundA (4), , , , , , , , , , , , , , , , , , 
91,6.405 Unit6-Arrays/soundB (4), , , , , , , , , , , , , , , , , , 
92,6.406 Unit6-Arrays/numberCubeA (5), , , , , , , , , , , , , , , , , , 
93,6.407 Unit6-Arrays/numberCubeB (2), , , , , , , , , , , , , , , , , , 
94,6.500 Unit6-Arrays/topic-6-5-summary (2), , , , , , , , , , ,2.0, , , , , , , 
95,6.600 Unit6-Arrays/ArrayParsonsPractice (10), , , , , , , , , , ,10.0, , , , , , , 
96,6.700 Unit6-Arrays/Arrays-mixed-code-toggle (10), , , , , , , , , , , , , , , , , , 
97,6.800 Unit6-Arrays/ArrayPractice (20), , , , , , , , , , ,10.0, , , , , , , 
98,6.900 Unit6-Arrays/Exercises (19), , , , , , , , , , ,19.0, , , , , , , 
99,6.1000 Unit6-Arrays/arrayExam (10), , , , , , , , , , , , , , , , , , 
100,7.100 Unit7-ArrayList/topic-7-1-arraylist-basics (10), , , , , , , , , , , , , , , , , ,1.0
101,7.200 Unit7-ArrayList/topic-7-2-arraylist-methods (11), , , , , , , , , , , , , , , , , , 
102,7.300 Unit7-ArrayList/topic-7-3-arraylist-loops (9), , , , , , , , , , ,9.0, , , , , , , 
103,7.400 Unit7-ArrayList/topic-7-4-arraylist-algorithms (4), , , , , , , , , , , , , , , , , , 
104,7.401 Unit7-ArrayList/stringScrambleB (10), , , , , , , , , , , , , , , , , , 
105,7.402 Unit7-ArrayList/climbClubA (4), , , , , , , , , , , , , , , , , , 
106,7.403 Unit7-ArrayList/climbClubB (5), , , , , , , , , , , , , , , , , , 
107,7.404 Unit7-ArrayList/climbClubC (3), , , , , , , , , , , , , , , , , , 
108,7.405 Unit7-ArrayList/cookieOrderA (5), , , , , , , , , , , , , , , , , , 
109,7.406 Unit7-ArrayList/cookieOrderB (5), , , , , , , , , , , , , , , , , , 
110,7.407 Unit7-ArrayList/2016freeresponseQ4A (4), , , , , , , , , , , , , , , , , , 
111,7.408 Unit7-ArrayList/2016freeresponseQ4B (4), , , , , , , , , , , , , , , , , , 
112,7.409 Unit7-ArrayList/2019delimitersQ3a (10), , , , , , , , , , , , , , , , , , 
113,7.410 Unit7-ArrayList/2019delimitersQ3b (6), , , , , , , , , , , , , , , , , , 
114,7.411 Unit7-ArrayList/2013gridworldQ3A (11), , , , , , , , , , , , , , , , , , 
115,7.500 Unit7-ArrayList/topic-7-5-searching (13), , , , , , , , , , , , , , , , , , 
116,7.600 Unit7-ArrayList/topic-7-6-sorting (11), , , , , , , , , , , , , , , , , , 
117,7.700 Unit7-ArrayList/topic-7-7-data-ethics (1), , , , , , , , , , , , , , , , , , 
118,7.800 Unit7-ArrayList/topic-7-8-summary (2), , , , , , , , , , ,2.0, , , , , , , 
119,7.900 Unit7-ArrayList/ListParsonsPractice (10), , , , , , , , , , ,10.0, , , , , , , 
120,7.1000 Unit7-ArrayList/listPractice (20), , , , , , , , , , , , , , , , , , 
121,7.1100 Unit7-ArrayList/Exercises (0), , , , , , , , , , , , , , , , , , 
122,7.1101 Unit7-ArrayList/listEasyMC (9), , , , , , , , , , , , , , , , , , 
123,7.1102 Unit7-ArrayList/listMedMC (10), , , , , , , , , , , , , , , , , , 
124,7.1103 Unit7-ArrayList/listHardMC (2), , , , , , , , , , , , , , , , , , 
125,7.1104 Unit7-ArrayList/ssEasyMC (5), , , , , , , , , , , , , , , , , , 
126,7.1105 Unit7-ArrayList/ssMedMC (5), , , , , , , , , , , , , , , , , , 
127,7.1106 Unit7-ArrayList/ssHardMC (7), , , , , , , , , , , , , , , , , , 
128,7.1200 Unit7-ArrayList/CBLabs (0), , , , , , , , , , , , , , , , , , 
129,8.100 Unit8-2DArray/topic-8-1-2D-arrays (0), , , , , , , , , , , , , , , , , , 
130,8.101 Unit8-2DArray/topic-8-1-2D-arrays-Day1 (7), , , , , , , , , , , , , , , , , , 
131,8.105 Unit8-2DArray/topic-8-1-2D-arrays-Day2 (6), , , , , , , , , , , , , , , , , , 
132,8.200 Unit8-2DArray/topic-8-2-2D-array-loops (0), , , , , , , , , , , , , , , , , , 
133,8.201 Unit8-2DArray/topic-8-2-2D-array-loops-Day1 (6), , , , , , , , , , , , , , , , , , 
134,8.205 Unit8-2DArray/topic-8-2-2D-array-loops-Day2 (6), , , , , , , , , , , , , , , , , , 
135,8.300 Unit8-2DArray/a2dSummary (2), , , , , , , , , , , , , , , , , , 
136,8.400 Unit8-2DArray/Array2dParsonsPractice (10), , , , , , , , , , , , , , , , , , 
137,8.500 Unit8-2DArray/Array2dCodePractice (26), , , , , , , , , , , , , , , , , , 
138,8.600 Unit8-2DArray/freeResponse (0), , , , , , , , , , , , , , , , , , 
139,8.601 Unit8-2DArray/grayImageA (15), , , , , , , , , , , , , , , , , , 
140,8.602 Unit8-2DArray/grayImageB (12), , , , , , , , , , , , , , , , , , 
141,8.603 Unit8-2DArray/routeCipherA (11), , , , , , , , , , , , , , , , , , 
142,8.604 Unit8-2DArray/routeCipherB (12), , , , , , , , , , , , , , , , , , 
143,8.700 Unit8-2DArray/Exercises (0), , , , , , , , , , , , , , , , , , 
144,8.701 Unit8-2DArray/a2dEasyMC (3), , , , , , , , , , , , , , , , , , 
145,8.702 Unit8-2DArray/a2dMedMC (3), , , , , , , , , , , , , , , , , , 
146,8.703 Unit8-2DArray/a2dHardMC (2), , , , , , , , , , , , , , , , , , 
147,8.800 Unit8-2DArray/CBLabs (0), , , , , , , , , , , , , , , , , , 
148,8.801 Unit8-2DArray/pictureLabA1toA3 (11), , , , , , , , , , , , , , , , , , 
149,8.802 Unit8-2DArray/pictureLabA4 (7), , , , , , , , , , , , , , , , , , 
150,8.803 Unit8-2DArray/pictureLabA5 (12), , , , , , , , , , , , , , , , , , 
151,8.804 Unit8-2DArray/pictureLabA6 (4), , , , , , , , , , , , , , , , , , 
152,8.805 Unit8-2DArray/pictureLabA7 (6), , , , , , , , , , , , , , , , , , 
153,8.806 Unit8-2DArray/pictureLabA8 (3), , , , , , , , , , , , , , , , , , 
154,8.807 Unit8-2DArray/pictureLabA9 (3), , , , , , , , , , , , , , , , , , 
155,9.100 Unit9-Inheritance/topic-9-1-inheritance (0), , , , , , , , , , , , , , , , , , 
156,9.101 Unit9-Inheritance/topic-9-1-inheritance-day1 (5), , , , , , , , , , , , , , , , , , 
157,9.104 Unit9-Inheritance/topic-9-1-inheritance-day2 (5), , , , , , , , , , , , , , , , , , 
158,9.200 Unit9-Inheritance/topic-9-2-constructors (3), , , , , , , , , , , , , , , , , , 
159,9.300 Unit9-Inheritance/topic-9-3-overriding (7), , , , , , , , , , , , , , , , , , 
160,9.400 Unit9-Inheritance/topic-9-4-super (3), , , , , , , , , , , , , , , , , , 
161,9.500 Unit9-Inheritance/topic-9-5-hierarchies (7), , , , , , , , , , , , , , , , , , 
162,9.600 Unit9-Inheritance/topic-9-6-polymorphism (5), , , , , , , , , , , , , , , , , , 
163,9.700 Unit9-Inheritance/topic-9-7-Object (5), , , , , , , , , , , , , , , , , , 
164,9.800 Unit9-Inheritance/ooSummary (3), , , , , , , , , , , , , , , , , , 
165,9.900 Unit9-Inheritance/freeResponse (0), , , , , , , , , , , , , , , , , , 
166,9.901 Unit9-Inheritance/TrioA (1), , , , , , , , , , , , , , , , , , 
167,9.902 Unit9-Inheritance/TrioScore1 (10), , , , , , , , , , , , , , , , , , 
168,9.903 Unit9-Inheritance/TrioScore2 (10), , , , , , , , , , , , , , , , , , 
169,9.904 Unit9-Inheritance/TrioScore3 (10), , , , , , , , , , , , , , , , , , 
170,9.1000 Unit9-Inheritance/ooParsonsPractice (2), , , , , , , , , , , , , , , , , , 
171,9.1100 Unit9-Inheritance/ooCodePractice (22), , , , , , , , , , , , , , , , , , 
172,9.1200 Unit9-Inheritance/Exercises (0), , , , , , , , , , , , , , , , , , 
173,9.1201 Unit9-Inheritance/ooEasyMC (5), , , , , , , , , , , , , , , , , , 
174,9.1202 Unit9-Inheritance/ooMedMC (7), , , , , , , , , , , , , , , , , , 
175,9.1203 Unit9-Inheritance/ooHardMC (2), , , , , , , , , , , , , , , , , , 
176,9.1204 Unit9-Inheritance/ooPractice (0), , , , , , , , , , , , , , , , , , 
177,9.1300 Unit9-Inheritance/CBLabs (0), , , , , , , , , , , , , , , , , , 
178,10.100 Unit10-Recursion/topic-10-1-recursion (0), , , , , , , , , , , , , , , , , , 
179,10.101 Unit10-Recursion/topic-10-1-recursion-day1 (10), , , , , , , , , , , , , , , , , , 
180,10.105 Unit10-Recursion/topic-10-1-recursion-day2 (5), , , , , , , , , , , , , , , , , , 
181,10.106 Unit10-Recursion/topic-10-1-recursion-challenge (7), , , , , , , , , , , , , , , , , , 
182,10.200 Unit10-Recursion/topic-10-2-recursive-search-sort (12), , , , , , , , , , , , , , , , , , 
183,10.300 Unit10-Recursion/summary (1), , , , , , , , , , , , , , , , , , 
184,10.400 Unit10-Recursion/rParsonsPractice (10), , , , , , , , , , , , , , , , , , 
185,10.500 Unit10-Recursion/rMixedUpCodePractice (7), , , , , , , , , , , , , , , , , , 
186,10.600 Unit10-Recursion/recursionCodePractice (2), , , , , , , , , , , , , , , , , , 
187,10.700 Unit10-Recursion/Exercises (0), , , , , , , , , , , , , , , , , , 
188,10.701 Unit10-Recursion/rBasePractice (4), , , , , , , , , , , , , , , , , , 
189,10.702 Unit10-Recursion/rEasyMC (4), , , , , , , , , , , , , , , , , , 
190,10.703 Unit10-Recursion/rMedMC (4), , , , , , , , , , , , , , , , , , 
191,10.704 Unit10-Recursion/rHardMC (2), , , , , , , , , , , , , , , , , , 
192,11.0 Unit11-posttest/teacher-pd-posttest (13), , , , , , , , , , , , , , , , , , 
193,11.100 Unit11-posttest/posttest (20), , , , , , , , , , , , , , , , , , 
194,12.100 Tests/testPractice (0), , , , , , , , , , , , , , , , , , 
195,12.200 Tests/test1nt (19), , , , , , , , , , , , , , , , , , 
196,12.300 Tests/test2nt (20), , , , , , , , , , , , , , , , , , 
197,12.400 Tests/test3nt (20), , , , , , , , , , , , , , , , , , 
198,12.500 Tests/test4nt (18), , , , , , , , , , , , , , , , , , 
199,12.600 Tests/test5nt (19), , , , , , , , , , , , , , , , , , 
200,12.700 Tests/Exercises (0), , , , , , , , , , , , , , , , , , 
201,13.100 TimedTests/test1 (20), , , , , , , , , , , , , , , , , , 
202,13.200 TimedTests/test3 (19), , , , , , , , , , , , , , , , , , 
203,13.300 TimedTests/test4 (19), , , , , , , , , , , , , , , , , , 
204,13.400 TimedTests/Exercises (15), , , , , , , , , , , , , , , , , , 
205,13.500 TimedTests/apbowla (20), , , , , , , , , , , , , , , , , , 
206,14.100 MixedFreeResponse/RandomStringChooserParsonsA (2), , , , , , , , , , , , , , , , , , 
207,14.200 MixedFreeResponse/RandomStringChooserA2 (1), , , , , , , , , , , , , , , , , , 
208,14.300 MixedFreeResponse/RandomStringChooserParsonsB (1), , , , , , , , , , , , , , , , , , 
209,14.400 MixedFreeResponse/RandomStringChooserB2 (1), , , , , , , , , , , , , , , , , , 
210,14.500 MixedFreeResponse/Exercises (0), , , , , , , , , , , , , , , , , , 
211,15.100 FreeResponse/RandomStringChooserA (1), , , , , , , , , , , , , , , , , , 
212,15.200 FreeResponse/RandomStringChooserB (1), , , , , , , , , , , , , , , , , , 
213,15.300 FreeResponse/StringCoderA (1), , , , , , , , , , , , , , , , , , 
214,15.400 FreeResponse/StringCoderB (1), , , , , , , , , , , , , , , , , , 
215,15.500 FreeResponse/StudentAnswerSheetA (1), , , , , , , , , , , , , , , , , , 
216,15.600 FreeResponse/StudentAnswerSheetB (1), , , , , , , , , , , , , , , , , , 
217,15.700 FreeResponse/SkyViewA (1), , , , , , , , , , , , , , , , , , 
218,15.800 FreeResponse/SkyViewB (1), , , , , , , , , , , , , , , , , , 
219,15.900 FreeResponse/HiddenWord (1), , , , , , , , , , , , , , , , , , 
220,15.1000 FreeResponse/ArrayTesterA (1), , , , , , , , , , , , , , , , , , 
221,15.1100 FreeResponse/ArrayTesterB (1), , , , , , , , , , , , , , , , , , 
222,15.1200 FreeResponse/NumberGroupB (1), , , , , , , , , , , , , , , , , , 
223,15.1300 FreeResponse/NumberGroupC (1), , , , , , , , , , , , , , , , , , 
224,15.1400 FreeResponse/Exercises (0), , , , , , , , , , , , , , , , , , 
225,16.0 Stories/CSAfterAPCS (0), , , , , , , , , , , , , , , , , , 
226,16.100 Stories/challengesInComputing (0), , , , , , , , , , , , , , , , , , 
227,16.200 Stories/intervieweeIndex (0), , , , , , , , , , , , , , , , , , 
228,16.201 Interviewees/A_Taylor (1), , , , , , , , , , , , , , , , , , 
229,16.202 Interviewees/B_Hickerson (1), , , , , , , , , , , , , , , , , , 
230,16.203 Interviewees/B_Mariscal (1), , , , , , , , , , , , , , , , , , 
231,16.204 Interviewees/C_De_Lira (1), , , , , , , , , , , , , , , , , , 
232,16.205 Interviewees/C_Mbayo (1), , , , , , , , , , , , , , , , , , 
233,16.206 Interviewees/D_Deinde-Smith (1), , , , , , , , , , , , , , , , , , 
234,16.207 Interviewees/E_Espinoza (0), , , , , , , , , , , , , , , , , , 
235,16.208 Interviewees/G_Opoku-Boateng (1), , , , , , , , , , , , , , , , , , 
236,16.209 Interviewees/J_Gilbert (1), , , , , , , , , , , , , , , , , , 
237,16.210 Interviewees/L_Morales (1), , , , , , , , , , , , , , , , , , 
238,16.211 Interviewees/L_Vocos (1), , , , , , , , , , , , , , , , , , 
239,16.212 Interviewees/L_Diaz (1), , , , , , , , , , , , , , , , , , 
240,16.213 Interviewees/M_Rodriguez (1), , , , , , , , , , , , , , , , , , 
241,16.214 Interviewees/N_Gaskins (1), , , , , , , , , , , , , , , , , , 
242,999.0 HiddenFiles/topic-1-8-toggle-write-code (14), ,1.0, , , , , , , , ,1.0, , , ,4.0, , , 
243,999.0 HiddenFiles/topic-2-11-toggle-write-code (6), ,1.0, , , , , , , , , , , , , , , , 
244,999.0 HiddenFiles/teacher-pd-pretest (13), , , , , , , , , , , , , , , , , , 
245,999.0 HiddenFiles/topic-3-9-toggle-write-code (10), , , , , , , , , , , , , , , , , , 
246,999.0 HiddenFiles/topic-4-7-toggle-write-code (9), , , , , , , , , , , , , , , , , , 
247,999.0 HiddenFiles/topic-6-6-toggle-write-code (10), , , , , , , , , , , , , , , , , , 
